date_time,search_keyword,search_count,job_id,update_time,job_title,company,location,job_description
04Apr2023-16:23:16,data analyst,19302,3537809220,1 miesiąc temu,Data Analyst (K/M),Santander Bank Polska,Poznań  Woj. Wielkopolskie  Polska,Country: Poland  What You Will Be Doing  Czujesz  że masz MOC  którą chcesz podzielić się ze światem? Nasz bank to idealnie miejsce do tego. MOC rozwoju  MOC zespołowości  MOC benefitów dla każdego  MOC wpływu na efekty pracy  MOC wsparcia i wiele innych  które odkryjesz dołączając do nas. Zrób ten krok w karierze i pracuj z nami!  MOC naszej pracy: będziesz częścią zespołu analityków w Tribie SME  którzy nie tylko generują standardowe raporty  ale sami dostarczają rekomendacje i tym samym mają swój udział w podejmowanych decyzjach związanych z ofertą i obsługą naszych klientów prowadzenie szczegółowych analiz z dostępnych źródeł danych dotyczących sprzedaży/dochodowości produktów kredytowych dla firm poszukiwanie nowych źródeł informacji  które pomogą lepiej zrozumieć otoczenie konkurencyjne oraz ścieżki zakupowe Klientów rekomendowanie obszarów do zmiany  które zapewnią wzrost wartości biznesu kredytowego  Nasze oczekiwania: posiadasz co najmniej 3 letnie doświadczenia jako analityk  znajomość produktów dla klienta firmowego będzie dodatkowym atutem umiesz przełożyć wymagania biznesowe na język danych masz umiejętności analitycznego myślenia  umiesz dostrzegać przyczyny i skutki  drążysz i nie zadawalasz się oczywistymi odpowiedziami posiadasz praktyczne umiejętności tworzenia zapytań do baz danych (zwłaszcza SQL nie ma przed Tobą tajemnic) znasz praktycznie Power BI język Python/ R to dodatkowy atut  a język programowania umiesz dostosować  aby uzyskać jak najlepsze i najbardziej efektywne rezultaty bardzo dobrze znasz klasyki typu MS Excel  PowerPoint posiadasz umiejętność podsumowywania i prezentacji wyników przeprowadzonych przez siebie analiz –umiesz dostosować je w zależności od odbiorcy umiesz pracować zespołowo  budujesz trwałe relacje i przyczyniasz się do dobrej atmosfery w zespole masz otwartość na współpracę  udzielasz innym wsparcia gdy tego potrzebują i potrafisz dzielić się wiedzą z innymi cechuje Cię samodzielność  kreatywność  dociekliwość  determinacja w poszukiwaniu rozwiązań masz chęci do poznania specyfiki klientów firmowych  MOC naszej oferty:  zatrudnienie na podstawie umowy o pracę wewnętrzne programy rozwojowe umożliwiające doskonalenie kompetencji zawodowych udział w ciekawych  strategicznych projektach zgrany zespół i przyjazną atmosferę atrakcyjny system motywacyjny pożyczki na cele mieszkaniowe ofertę produktową banku na atrakcyjnych warunkach prywatną opiekę zdrowotną możliwość wyboru spośród bogatej oferty świadczeń pozapłacowych w ramach systemu kafeteryjnego ciekawe akcje w ramach programu propagującego zdrowy styl życia „BeHealthy” nasza oferta benefitowa zawiera również rozwiązania dla osób z niepełnosprawnością  Jesteśmy otwarci na zatrudnianie osób z niepełnosprawnością.
04Apr2023-16:23:22,data analyst,19302,3545183775,5 dni temu,Senior Data Analyst in Technology Team  Financial Crime Unit,PwC Polska,Gdańsk  Woj. Pomorskie  Polska,Job Description & Summary The Financial Services industry is operating in a challenging environment due to global economic pressure  increasing regulatory demands and capital requirements as well as significant operational and technology changes. Our Technology Team in Financial Crime Unit in Poland delivers innovative technology solutions  data analytics and consulting services to global PwC clients  addressing key challenges in the Anti Financial Crime area (Anti Money Laundering  Combating Terrorism Financing  Fraud Risk Management  FATCA and Financial Sanctions implementation etc.)  The role Design and develop advanced reports and dashboards using various technologies (e.g. Power BI/Tableau) Utilise data and develop statistical models to create information management products and analytical solutions Build data structures by gathering  identifying relationships and transforming big datasets Perform queries and analysis to identify any anomalies and inconsistencies within developed reports  models and other analytical solutions Monitor and optimise developed analytical tools and implement adjustments according to stakeholders requirements Understand business correlation of analysed data Provide recommendations to the business based on the data Work on Client projects together with other team members to develop solutions for process improvements Keep up with the latest Technology and Financial Crime trends Connect with the PwC network and share knowledge   Candidate’s profile Min. 4 years of previous experience in data analytics roles Analytical skills with ability to collect  analyse and visualise large datasets and draw appropriate conclusions Very good knowledge of MS Office  in particular Excel and Access Experience in data querying technologies (e.g. SQL) and programming languages for process automations (e.g. Python) Knowledge of data visualisation/dashboarding/analytics technologies (e.g. Power BI  Tableau  Alteryx) Master’s degree (preferred in Statistics  Econometrics  Mathematics  Computer Science  Big Data) Strong interpersonal skills  ability to build and maintain relationship Ability to work well under pressure with high degree of accuracy Excellent written and spoken English  German or Dutch will be an advantage   We offer Opportunity to use your technology and business skills to address global financial crime challenges Participation in design and implementation of new products and services that leverage cutting edge technology Opportunity to broaden your professional experience by delivering complex and innovative technology / data analytics consulting projects Work in an international team providing services to leading global financial institutions (based in Europe  US  Asia and Africa) Collaboration with high profile  ambitious IT professionals     PwC Advisory spółka z ograniczoną odpowiedzialnością sp.k. or another PwC entity which runs a recruitment process - list of entities: https://www.pwc.com/gx/en/about/office-locations/poland.html  with its registered seat in Warsaw (00-633)  Polna 11 Street  („PwC” or “we”) will be the controller of your personal data submitted in your application for a job. Your personal data will be processed for the purpose of performing a recruitment process for the job offered. If you give us explicit consent  your personal data will be also processed for participation in further recruitment processes conducted by PwC and sending notifications about job offers in PwC or job related events organized or with the participation of PwC such as career fair. A full information about processing your personal data is available in our Privacy Policy.
04Apr2023-16:23:28,data analyst,19302,3527585684,2 tygodnie temu,Analityk w zespole Business Intelligence,Comarch,Kraków  Woj. Małopolskie  Polska,Jesteś zainteresowany tematyką Business Intelligence? Chciałbyś pracować z największymi firmami na świecie? Jeśli chcesz lub masz doświadczenie w pracy z klientem i wyróżniasz się myśleniem analitycznym – dołącz do nas!  Poszukujemy proaktywnej  dobrze zorganizowanej i komunikatywnej osoby  która będzie umiała przełożyć oczekiwania raportowe klienta na konkretne wymagania techniczne. Do Twoich obowiązków będzie należeć analiza potrzeb klienta oraz wsparcie merytoryczne  analiza danych  rozbudowa warstwy integracyjnej  czy tworzenie raportów i dashboardów. Nie czekaj  aplikuj już dziś!  PROFIL PRACOWNIKA Wykształcenie wyższe ekonomiczne  matematyczne lub informatyczne  mile widziani studenci ostatniego roku studiów Znajomość: podstawowych zagadnień relacyjnych baz danych metodyk prowadzenia projektów informatycznych  np. Prince  PMI podstaw budowy hurtowni danych dodatkowym atutem T-SQL  MS SQL będzie dodatkowym atutem języka angielskiego na poziomie komunikatywnym  TWOJE ZADANIA  Udział w realizacji projektów wdrożeniowych systemów Business Intelligence oraz hurtowni danych dla klientów polskich i zagranicznych Analiza potrzeb klienta Projektowanie rozwiązanń Konfigurowanie danego systemu: pomoc przy dostosowywaniu systemu informatycznego do wymagań i specyfiki klienta W późniejszym etapie: prowadzenie projektów wdrożeniowych  DLA CIEBIE  Udział w projektach realizowanych dla największych i najbardziej rozpoznawalnych marek na całym świecie (np. USA  Japonia  Argentyna  RPA  Polska czy Europa Zachodnia) Praca w międzynarodowym środowisku w młodym i dynamicznym zespole Współpraca z doświadczonymi konsultantami i ekspertami z obszaru Businesss Intelligence Nowe wyzwania wspierające rozwój zawodowy i podnoszące kwalifikacje Realny wpływ na rozwój narzędzi do raportowania i produktów Comarch BI Dostęp do prywatnej opieki medycznej dla Ciebie i Twojej rodziny Możliwość pracy zdalnej w modelu hybrydowym (po okresie wdrożenia) Szkolenia onboardingowe adoptujące do nowych obowiązków
04Apr2023-16:23:33,data analyst,19302,3532035179,2 tygodnie temu,Data Analyst (They/She/He),Glovo,Gdańsk  Woj. Pomorskie  Polska,About Glovo  We’re a Barcelona-based startup and the fastest-growing delivery player in Europe  Africa  and Western Asia. With food at the core of the business  Glovo delivers any product within your city at any time of day.  At Glovo  you’ll have the job of your life while working together towards our shared vision to give everyone easy access to anything in their city. We welcome top performers that will bring new ideas  diverse perspectives  and provide you the opportunities and freedom to grow and make a real impact on millions of lives… all while having fun!  We believe that diversity adds incredible value to our teams  our products  and our culture. We know that the best ideas and solutions come by bringing together people from all over the world and by fostering a culture of inclusion where everyone feels heard and has the chance to make a real impact. It's because of this that we are committed to providing equal opportunities to talent from all backgrounds.  In your application  please feel free to note which pronouns you use (For example: she/her/hers  he/him/his  they/them/theirs  etc).  Your Work-life Opportunity  Glovo is looking for a world class Data Analyst to join our Regional team in Poland. The team is deployed in the top cities in Poland  leading our growth and working on delivering on our vision of giving everyone easy access to anything in every city in Poland.  Be a Part Of a Team Where You Will Develop and own scalable and reliable reporting tools for the Regional team  enabling the team to make decisions based on up to date and insightful data with a 360 view  including commercial  operational and financial KPIs. Support the definition of targets and calculation of achievements both for the team and for single individuals  ensuring fair but challenging targets. Track KPIs  identifying trends and factors that represent risks and opportunities  across areas such as Sales  Marketing & Growth  Operations  Profitability. Perform ad hoc analyses and deep dives as required  owning them end to end: frame problem  identify and gather data  perform analysis  present insights and results with appropriate visualizations. Actively collaborate with your colleagues and learn from each other in a supportive environment that allows you to grow  develop and make a difference You Have At least 2 years of experience in an analytical role  working with data to generate insights and make the right decisions Used to work with ETL processes and gather data from different sources (APIs  Excel and other databases) Advanced worksheet / modeling skills Expertise in SQL - Redshift experience a plus Knowledge of visualization tools like Looker  Tableau  QlikView  etc.. Previous experience in Python and with analysis tools such as Pandas  SciPy  Scikit  Jupyter/iPython notebooks  R is a plus Bachelor’s degree in a scientific or business discipline Proficiency in English (written and communication) is a must. Proficiency in Polish desired. Based in Warsaw  Kraków  Łódź  Wrocław  Gdańsk or Poznań We are always looking for the best candidates  so if you think you would be a good fit even if you don't meet 100% of the requirements we would love to hear from you!  Experience Our Glovo Life Benefits Top-notch private health insurance Monthly Glovo credit to spend on our restaurant products and zero delivery fee on all Glovo orders! Discounted gym memberships Flexible time off (take the time you need) and hybrid working model (own your time) Enhanced parental leave including nursery support! Online therapy and wellbeing benefit External learning tools What You’ll Find When Working At Glovo Gas: Driven to deliver quality results quickly Good Vibes: Bring positivity and communicate openly Stay Humble: Self-aware and open to learning Care: Uplift people and the planet Glownership: Act as proud owners High Bar: Focus on Top Performance If you believe you match these values  we look forward to meeting you!  Wanna take a peek into what it's like to work at Glovo? Follow us on Instagram and like us on Facebook!  Glovo is transforming the way consumers access local goods  enabling anyone to get almost any product delivered in minutes. Our on-demand logistics connect customers with independent local couriers who acquire goods from any restaurant or store in a city  as well as deliver urgent packages for a variable fee. For additional information on Glovo  please visit https://about.glovoapp.com/
04Apr2023-16:23:38,data analyst,19302,3543324475,6 dni temu,Senior Finance Analyst,Unilever,Katowice  Woj. Śląskie  Polska,Purpose of this role:    We are looking for highly motivated and experienced person with strong analytical skills and financial controlling knowledge to join our Supply Chain Finance Services Team in OC Katowice.    What you can expect from the role?   Provide cost controlling to support month end closure process. Transfer Prices calculation. Provide support and financial analysis for stakeholders in European Supply Chain. Perform data quality analysis. Manage communication of financial results and variance analysis towards stakeholders. Work with big data sets. Participation in projects. Update procedures  operation instructions and other documentation within process scope. Does this sound like you?   2-3 years of experience in financial department (controlling experience would be an advantage) Shown skills with MS Office (excellent skills in Excel is a must/ Power BI knowledge would be an advantage) Strong analytical mindset: capability to analyze data to catch inconsistencies and mistakes Team player  pro-active Proven communication skills Ability to manage and hold other stakeholders accountable Fluent in English Unilever is an organisation committed to equity  inclusion and diversity to drive our business results and create a better future  every day  for our diverse employees  global consumers  partners  and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. At Unilever we are interested in every individual bringing their ‘Whole Self’ to work and this includes you! Thus if you require any support or access requirements  we encourage you to advise us at the time of your application so that we can support you through your recruitment journey.
04Apr2023-16:23:43,data analyst,19302,3522032470,3 dni temu,Business Intelligence Consultant,CGI,Warszawa  Woj. Mazowieckie  Polska,Job Description  Poszukujemy osoby z minimum 3-letnim doświadczeniem w Microsoft Power BI oraz Qlik (QlikView / Qlik Sense)  która posiada bardzo dobrą znajomość języka SQL oraz umiejętności w korzystaniu z relacyjnych baz danych. Zadaniem osoby zatrudnionej na tym stanowisku będzie analiza potrzeb informacyjnych klientów  projektowanie i budowa raportów oraz Dashboardów w technologiach BI  a także przygotowywanie i prowadzenie prezentacji rozwiązań dla potencjalnych klientów oraz wspomaganie procesu wdrożeniowego. Ta rola jest ważna  ponieważ osoba na tym stanowisku będzie kluczowa dla projektów BI prowadzonych dla różnych klientów  wdrażając rozwiązania umożliwiające efektywne przetwarzanie i wykorzystanie zgromadzonych danych do podejmowania decyzji biznesowych.  Rola ta może wymagać komunikacji i interakcji z szerszym  międzynarodowym zespołem.  Dla nas istotny będzie Twój wkład w:  Analizę potrzeb informacyjnych klientów w ramach prowadzonych projektów Analizę systemów źródłowych i struktur docelowych związanych z przetwarzaniem danych Projektowanie układu raportów / Dashboardów na podstawie zebranych potrzeb Budowę raportów oraz dashboardów w technologiach Microsoft Power BI  Qlik (Qlik Sense  QlikView) Przygotowywanie i prowadzenie prezentacji rozwiązań dla potencjalnych klientów Wspomaganie procesu wdrożeniowego technologii BI On Premises oraz w chmurze.  Nasze wymagania:  Minimum 3-letnie doświadczenie w Microsoft Power BI oraz Qlik (QlikView / Qlik Sense) Bardzo dobra znajomość języka SQL Umiejętność korzystania z relacyjnych baz danych Zmysł graficzny związany z przygotowywaniem raportów / dashboardów Znajomość języka angielskiego umożliwiająca swobodną komunikację  Mile widziane:  Mile znajomość innych technologii raportowych  jak np. Tableau  technologie Google. Doświadczenie w budowie rozwiązań BI w oparciu o chmurę (Azure  GCP  AWS).  Nasza atrakcyjna oferta obejmuje:  Praca z naszego biura w Warszawie lub w modelu hybrydowym (zdalnie/biuro) biorąc pod uwagę Twoje preferencje. Elastyczność co do zawieranych umów – idealnie umowa o pracę  ale jeśli masz inne oczekiwania  powiedz nam o tym W przypadku zatrudnienia na umowę o pracę również poniższe benefity: Opieka zdrowotna / Medicover Maxima opłacana przez CGI z bezpłatnym pakietem dentystycznym Plan zakupu akcji dofinansowany przez CGI  z możliwością spieniężenia w dowolnym momencie Karta sportowa Program psychologicznego wsparcia pracowników Plan premii rocznych  w zależności od wypracowanych wyników Premiowany program poleceń  minimum 6k PLN za polecenie Program Be Consultant  dzięki któremu masz możliwość wzmocnienia swoich kompetencji Program mentoringowy Możliwość rozliczania pracy twórczej (autorskie koszty uzyskania przychodów) Atrakcyjny program szkoleń - Brown Bagi  hackathony i dzielenie się wiedzą Dodatkowe ubezpieczenie na życie  od wypadku i poważnego zachorowania Dodatkowe ubezpieczenie z okazji urodzenia dziecka  Zapraszamy do rozmów!  CGI jest globalnym dostawcą usług informatycznych i biznesowych  świadczącym wysokiej jakości usługi doradztwa biznesowego  integracji systemów i outsourcingu. Z ponad 77500 profesjonalistami w 40 krajach  z czego prawie 500 w Polsce w 2 miastach  CGI jest światowym liderem w przekształcaniu innowacji  informacji i technologii w sukces naszych klientów. Jest to połączenie  które otwiera wiele elastycznych ścieżek kariery.  Your future duties and responsibilities  Required Qualifications To Be Successful In This Role  Otwarte są przed Tobą nowe perspektywy  Chociaż technologia jest w centrum cyfrowej transformacji naszych klientów  rozumiemy  że ludzie są w centrum sukcesu biznesowego.  Dołączając do CGI  stajesz się zaufanym doradcą  współpracującym z kolegami i klientami w celu przedstawiania praktycznych rozwiązań mających wpływ na otaczający nasz świat. Nazywamy naszych pracowników „memberami”  ponieważ są oni udziałowcami i właścicielami CGI  lubią pracować i rozwijać wspólnie  aby budować firmę  z której jesteśmy dumni. To było nasze marzenie od 1976 roku i doprowadziło nas do miejsca  w którym jesteśmy dzisiaj — jesteśmy jednym z największych niezależnych dostawców usług IT i doradztwa biznesowego na świecie.  W CGI dostrzegamy bogactwo  jakie niesie ze sobą różnorodność. Dążymy do stworzenia kultury pracy  w której wszyscy należą i współpracują z klientami w budowaniu zintegrowanych społeczności. Jako pracodawca zapewniający równe szanse  chcemy umożliwić wszystkim naszym memberom odnoszenie sukcesów i rozwój. Jeśli potrzebujesz wsparcia w dowolnym momencie procesu rekrutacji  poinformuj nas o tym. Chętnie pomożemy.  Czy jesteś gotowy  aby stać się częścią naszej historii sukcesu? Dołącz do CGI — gdzie Twoje pomysły i działania mają znaczenie.  Business Intelligence Consultant  Position Description  Poszukujemy osoby z minimum 3-letnim doświadczeniem w Microsoft Power BI oraz Qlik (QlikView / Qlik Sense)  która posiada bardzo dobrą znajomość języka SQL oraz umiejętności w korzystaniu z relacyjnych baz danych. Zadaniem osoby zatrudnionej na tym stanowisku będzie analiza potrzeb informacyjnych klientów  projektowanie i budowa raportów oraz Dashboardów w technologiach BI  a także przygotowywanie i prowadzenie prezentacji rozwiązań dla potencjalnych klientów oraz wspomaganie procesu wdrożeniowego. Ta rola jest ważna  ponieważ osoba na tym stanowisku będzie kluczowa dla projektów BI prowadzonych dla różnych klientów  wdrażając rozwiązania umożliwiające efektywne przetwarzanie i wykorzystanie zgromadzonych danych do podejmowania decyzji biznesowych.  Rola ta może wymagać komunikacji i interakcji z szerszym  międzynarodowym zespołem.  Dla nas istotny będzie Twój wkład w:  Analizę potrzeb informacyjnych klientów w ramach prowadzonych projektów Analizę systemów źródłowych i struktur docelowych związanych z przetwarzaniem danych Projektowanie układu raportów / Dashboardów na podstawie zebranych potrzeb Budowę raportów oraz dashboardów w technologiach Microsoft Power BI  Qlik (Qlik Sense  QlikView) Przygotowywanie i prowadzenie prezentacji rozwiązań dla potencjalnych klientów Wspomaganie procesu wdrożeniowego technologii BI On Premises oraz w chmurze.  Nasze wymagania:  Minimum 3-letnie doświadczenie w Microsoft Power BI oraz Qlik (QlikView / Qlik Sense) Bardzo dobra znajomość języka SQL Umiejętność korzystania z relacyjnych baz danych Zmysł graficzny związany z przygotowywaniem raportów / dashboardów Znajomość języka angielskiego umożliwiająca swobodną komunikację  Mile widziane:  Mile znajomość innych technologii raportowych  jak np. Tableau  technologie Google. Doświadczenie w budowie rozwiązań BI w oparciu o chmurę (Azure  GCP  AWS).  Nasza atrakcyjna oferta obejmuje:  Praca z naszego biura w Warszawie lub w modelu hybrydowym (zdalnie/biuro) biorąc pod uwagę Twoje preferencje. Elastyczność co do zawieranych umów – idealnie umowa o pracę  ale jeśli masz inne oczekiwania  powiedz nam o tym W przypadku zatrudnienia na umowę o pracę również poniższe benefity: Opieka zdrowotna / Medicover Maxima opłacana przez CGI z bezpłatnym pakietem dentystycznym Plan zakupu akcji dofinansowany przez CGI  z możliwością spieniężenia w dowolnym momencie Karta sportowa Program psychologicznego wsparcia pracowników Plan premii rocznych  w zależności od wypracowanych wyników Premiowany program poleceń  minimum 6k PLN za polecenie Program Be Consultant  dzięki któremu masz możliwość wzmocnienia swoich kompetencji Program mentoringowy Możliwość rozliczania pracy twórczej (autorskie koszty uzyskania przychodów) Atrakcyjny program szkoleń - Brown Bagi  hackathony i dzielenie się wiedzą Dodatkowe ubezpieczenie na życie  od wypadku i poważnego zachorowania Dodatkowe ubezpieczenie z okazji urodzenia dziecka  Zapraszamy do rozmów!  CGI jest globalnym dostawcą usług informatycznych i biznesowych  świadczącym wysokiej jakości usługi doradztwa biznesowego  integracji systemów i outsourcingu. Z ponad 77500 profesjonalistami w 40 krajach  z czego prawie 500 w Polsce w 2 miastach  CGI jest światowym liderem w przekształcaniu innowacji  informacji i technologii w sukces naszych klientów. Jest to połączenie  które otwiera wiele elastycznych ścieżek kariery.  Your future duties and responsibilities  Required Qualifications To Be Successful In This Role  Insights you can act on  While technology is at the heart of our clients’ digital transformation  we understand that people are at the heart of business success.  When you join CGI  you become a trusted advisor  collaborating with colleagues and clients to bring forward actionable insights that deliver meaningful and sustainable outcomes. We call our employees “members” because they are CGI shareholders and owners  and  as owners  we enjoy working and growing together to build a company we are proud of. This has been our Dream since 1976  and it has brought us to where we are today—one of the world’s largest independent providers of IT and business consulting services.  At CGI  we recognize the richness that diversity brings. We strive to create a work culture where everyone belongs  and we collaborate with clients in building more inclusive communities. As an equal opportunity employer  we empower all our members to succeed and grow. If you require an accommodation at any point during the recruitment process  please let us know. We will be happy to assist.  Ready to become part of our success story? Join CGI—where your ideas and actions make a difference.
04Apr2023-16:23:49,data analyst,19302,3538040885,1 tydzień temu,Młodszy Analityk Danych,IT CONNECT Sp. z o.o.,Warszawa  Woj. Mazowieckie  Polska,Przygotowywanie prezentacji  analiz oraz raportów ad hoc Pozyskiwanie danych z różnych źródeł i ich analiza Interpretacja i prezentowanie wyników dotyczących przeprowadzanych analiz Formułowanie wniosków i rekomendacji Optymalizacja istniejących rozwiązań Budowa szablonów raportów dla prezentacji postępów prac w projektach Znajomość MS PowerPoint i MS Excel z użyciem PowerQuery (język M) Znajomość platformy MS Power BI (język DAX) Umiejętności analitycznego myślenia i wyciągania wniosków Dobra organizacja pracy własnej – samodzielność  dokładność Kreatywność  umiejętność rozwiązywania problemów Komunikatywność  otwartość  umiejętność pracy w zespole Język angielski na poziomie komunikatywnym (okazjonalne spotkania  komunikacja mailowa) Pracę w firmie telekomunikacyjnej Start pracy: od zaraz (po zakończeniu procesu rekrutacyjnego) Możliwość rozwoju zawodowego w obszarze analizy danych i technologii (będziesz mógł/mogła korzystać m.in. z Power BI  DAX  PowerQuery) Hybrydowy model pracy (2 dni w biurze  3 dni zdalnie) w godzinach 09:00 - 17:00 Wynagrodzenie na poziomie 5000 - 7000 zł brutto przy umowie zleceniu Możliwość korzystania z grupowego ubezpieczenia na życie  prywatnej opieki medycznej i karty sportowej na preferencyjnych warunkach Pracę w zespole liczącym 8 osób (w którym pracują m.in. doświadczeni analitycy  od których będziesz mógł/mogła się uczyć). Codzienna komunikacja odbywa się w języku polskim. Sprawny proces rekrutacyjny (1 spotkanie z przedstawicielem IT CONNECT  1 spotkanie z przedstawicielem Klienta  decyzja)  IT CONNECT to firma stworzona dla ludzi dynamicznych  realizujących się w codziennej pracy. Na bieżąco dysponujemy najciekawszymi propozycjami pracy w dziedzinie IT i technik  a nasi pracownicy pracują z najlepszymi i najbardziej znanymi firmami w Polsce. Poszukujemy zarówno doświadczonych specjalistów i menadżerów  jak również studentów ostatnich lat i świeżych absolwentów IT. Najważniejsza dla nas jest Twoja pasja i chęć samorealizacji. U nas będziesz realizować swoje marzenia!!
04Apr2023-16:23:55,data analyst,19302,3456070073,2 tygodnie temu,Business Data Analyst,Sii Poland,Gdańsk  Woj. Pomorskie  Polska,Are you familiar with data analysis? Would you like to work in an international environment?  For one of our international clients  we are looking for a Business Data Analyst with data mining skills. The ideal candidate would be a technical person who can analyze XMO toolsets to extract core insights from data.  If you meet the requirements below  join us now!  Your role  Conduct deep analytical reviews and explain the findings in both technical and non-technical forums Document/ report findings  including XLAs (experience level agreements) for tech teams and Experience Managers Calculate the value of the XMO insight  savings in cost  efficiency  and productivity Provide recommendations to automate/ suggest changes to the as-is to be able to evidence improvements to the end-user experience    Your skills  Strong Nexthink /Tachyon/ UDEM/ platform navigation skills (training can be provided if strong in other applications)  to read and insights and provide robust recommendations to improve experience Understanding of ITIL Reporting skills Expertise in writing processes and procedures Ability to work independently and as a team for technical deliverables Fluency in English   Job no. 230131-XY9OM   Why Sii   Great Place to Work since 2015   it’s thanks to feedback from our workers that we get this special title and constantly implement new ideas   Hundreds of fascinating projects   prestigious brands from around the world  long-term contracts and preferred partner status for many clients   Project suited to you   Do you want to change your career path? Is your project coming to an end? We’ll find you a new one! We have an app for this – Job Changer   We share the profit with Workers   Last year we allocated PLN 21 M to this benefit   PLN 500 000 per year for your ideas   with this amount  we support the passions and voluntary actions of our workers   8 000 experts and many development opportunities   Tech Communities  workshops  a training platform  and a technology blog – you choose   Employment stability   revenue of EUR 300 M  no debts  since 2006 on the market   Great  comfortable offices   perfect place to work  integrate  have fun together  and celebrate successes   Open-minded and available management team   quick decision-making  we’re all on a first-name basis   True values   these are not empty words – we’re guided by them every day   Fantastic atmosphere   created by all Sii Power People   Attractive Benefits Package  private healthcare  benefits cafeteria platform  car discounts and more  Show more Show less
04Apr2023-16:24:00,data analyst,19302,3269390189,1 tydzień temu,Senior Data Analyst,NATEK,Warszawa  Woj. Mazowieckie  Polska,Job Description  Join our Software Dynamics team and work in a fast-growing program that provides key insights into how we develop software across the  organization  supporting a broad range of stakeholders from developers  up to board level. Our analytics teams’ support the continuous  improvement with the elements of advanced data analytics and machine learning to suggest the most impactful changes and help them deliver more value to the business.  Your responsibilities  Analyze software development & operational data to help identify patterns and trends using a multitude of disparate data sets and applications  applying the most relevant analytical  statistical or machine learning approach Work closely with stakeholders to identify/refine helpful metrics that can objectively support IT efficiency objectives  and find data sources to automate metrics collection where possible Develop impactful dashboards to bring software development data to life and convey actionable insights to the broad community through compelling story-telling and data visualizations. This will include presenting a common set of metrics at all levels of the organization but with different lenses  from developers to CIO Plan and deliver data migration to firmwide Data Lake Communicate approach  results and recommendations to all stakeholders  Our requirements  Proficient with SQL including query optimization  ideally with Postgre experience Excellent Tableau skills for bringing data to life through visualization and storytelling Solid working knowledge of applied statistics Excellent critical thinking  verbal and written communications skills Ability to communicate effectively with audience on different levels of seniority  Benefits  Attractive salary referring to your skills and experience Remote work during Covid-19 pandemic and home office option in the future () Joining the company that is providing exceptional services for the biggest  international customers with recognizable worldwide brands Private medical healthcare Multisport Card Life insurance Personal event bonus (i.e.  wedding  childbirth  graduation) Internal referral program
04Apr2023-16:24:05,data analyst,19302,3521784941,3 dni temu,Reservoir Engineer - Junior Data Analyst,Shell,Kraków  Woj. Małopolskie  Polska,Technical Asset Operations (TAO) which seats in Shell’s Projects and Technology department. TAO provides high-quality and cost-competitive technical resources who are not physically present at a site yet are an integral part of asset teams delivering value. The TAO teams are located across 4 locations: Krakow  Chennai  Manila & Kuala Lumpur.  Reservoir Engineer - Junior Data Analyst is a role for Early Careers. In this role the candidate would be expected to be connected with various subsurface and reservoir engineering colleagues in assets and streamline and document the data management process. The scope of the work covers the Well  Reservoir  and Facility Management (WRFM) community support in extracting the required data for any WRFM review processes  as well as helps the assets in capturing fluid  pressure  and reservoir properties  and managing key subsurface uncertainties. The candidate is expected to have basic knowledge of reservoir performance analysis and maturation of hydrocarbon volumes. Added advantages would be: Experience in analyzing and reporting HC Resource volume data  Subsurface/Production Benchmarking  Annual Business Planning  and Reserves Reporting to SEC(Security Exchange Commission).  Principal Accountabilities:  Work closely with Assets / Reservoir Engineer in maintaining and providing necessary access/data for various reservoir studies/reviews. Understand and provide support on necessary reports & workflows during the annual reporting cycles (internal and external). Support Reserves Reporting  Subsurface Benchmarking  and Portfolio Analysis. Integrate subsurface data types such as production  pressures  etc. to present meaningful insights using industry-standard data visualization tools. Perform quality checks and connect with relevant stakeholders for verification/rectification. Support Assets with Reserves estimation and classification  Decline Curve Analysis (DCA) based Production Forecasting  Well Test interpretation  and MBAL Modelling. Participate in reservoir engineering network and share key achievements and challenge. Be a team player and assist other colleagues in reservoir engineering processes/workflows as required.  Requirements:  University Degree in Geoscience  Reservoir engineering  Petroleum Engineering  or relevant. Experience: Freshers/1-2 years of relevant experience in any one of the areas: Field Development Planning  Reservoir Studies  Production Forecasting  Subsurface Benchmarking  Annual Reserves Reporting  etc. Data Management skills in identifying data sources  analyzing data quality and providing reliable data would be an asset. Basic understanding of various data types such as production  injection  fluid  pressure  reservoir properties  etc. Understanding of end-to-end Upstream Asset Development. Skills in Data analysis (using Python)  data integration (using VBA  Power Query)  and visualization (using Spotfire  PowerBI) are added advantages. Experience in applying Continuous Improvement methods for process improvements is a good addition.
